question_id,section,domain,skill,question_type,difficulty_1_to_10,passage_or_stimulus,question_text,choice_a,choice_b,choice_c,choice_d,correct_answer,correct_answer_text,explanation,source_basis
M-ADV-024,Math,Advanced Math,Quadratic equations,MCQ,4,,"If x^2 + 2x - 15 = 0, what is one possible value of x ?",-5,-3,3,5,C,3,"Factor: (x + 5)(x - 3) = 0, so x = -5 or x = 3. One possible value is 3.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-025,Math,Advanced Math,Comparing function types,MCQ,4,,Which function grows fastest as x increases?,y = x + 7,y = x^2,y = 2^x,y = 7,C,y = 2^x,"Exponential growth outpaces linear, quadratic, and constant growth for large x.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-026,Math,Advanced Math,Radicals,MCQ,1,,What is the value of sqrt(81) ?,-9,0,9,18,C,9,The principal square root of 81 is 9.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-027,Math,Advanced Math,Equivalent expressions,MCQ,10,,"If x + 1/x = 5, what is the value of x^2 + 1/x^2 ?",21,23,25,27,B,23,"Square both sides: x^2 + 2 + 1/x^2 = 25, so x^2 + 1/x^2 = 23.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-028,Math,Advanced Math,Quadratic equations,MCQ,2,,Which equation has x = 4 as a solution?,x^2 - 8 = 0,x^2 - 16 = 0,x^2 + 4 = 0,2x + 1 = 0,B,x^2 - 16 = 0,Substituting x = 4 gives 16 - 16 = 0.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-029,Math,Advanced Math,Quadratic functions,MCQ,2,,"For h(x) = x^2 - 4x + 7, what is h(2)?",1,3,7,11,B,3,2^2 - 4(2) + 7 = 4 - 8 + 7 = 3.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-030,Math,Advanced Math,Exponential functions,MCQ,3,,"A population triples every hour. If there are 4 bacteria at hour 0, how many bacteria are there at hour 3?",12,27,36,108,D,108,After 3 hours: 4 * 3^3 = 4 * 27 = 108.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-031,Math,Advanced Math,Equivalent expressions,MCQ,5,,"If x^2 - 6x + k is a perfect square trinomial, what value of k makes this true?",3,6,9,12,C,9,x^2 - 6x + 9 = (x - 3)^2.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-ADV-032,Math,Advanced Math,Quadratic equations,SPR,6,,"If x^2 - 10x + 21 = 0, what is the larger solution for x ?",,,,,SPR,7,"Factor to (x - 3)(x - 7) = 0, so the solutions are 3 and 7.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-033,Math,Problem-Solving and Data Analysis,Ratios and rates,MCQ,1,"At a school supply store, 6 notebooks cost $9.00.","What is the cost, in dollars, per notebook?",1.00,1.25,1.50,2.00,C,1.50,Unit rate = 9 / 6 = 1.50 dollars per notebook.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-034,Math,Problem-Solving and Data Analysis,Proportional relationships,MCQ,2,A recipe uses 3 cups of flour for every 2 cups of sugar.,"If the recipe uses 9 cups of flour, how many cups of sugar are needed?",4,5,6,8,C,6,Scale the ratio by 3: 3:2 becomes 9:6.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-035,Math,Problem-Solving and Data Analysis,Percentages,MCQ,2,A jacket originally costs $80 and is discounted by 25%.,What is the sale price of the jacket?,$20,$55,$60,$65,C,$60,"25% of 80 is 20, so the sale price is 80 - 20 = 60.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-036,Math,Problem-Solving and Data Analysis,Percentages,MCQ,2,"In a survey of 200 students, 86 said they preferred studying in the morning.",Which value is closest to the percentage of surveyed students who preferred studying in the morning?,21%,35%,43%,86%,C,43%,86 / 200 = 0.43 = 43%.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-037,Math,Problem-Solving and Data Analysis,Unit rates,MCQ,2,A car travels 180 miles in 3 hours at a constant rate.,"At that rate, how many miles will the car travel in 5 hours?",60,150,300,900,C,300,"The rate is 180 / 3 = 60 miles per hour. In 5 hours, the car travels 300 miles.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-038,Math,Problem-Solving and Data Analysis,Statistics,MCQ,3,"The table shows the number of books read by 5 students in one month: 2, 4, 4, 5, 10.",What is the median number of books read?,4,5,5.5,10,A,4,The middle value in the ordered list is 4.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-039,Math,Problem-Solving and Data Analysis,Statistics,MCQ,2,"The table shows the numbers 3, 3, 4, 7, and 8.",What is the mean of the numbers?,4,5,5.5,25,B,5,Mean = (3 + 3 + 4 + 7 + 8) / 5 = 25 / 5 = 5.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-040,Math,Problem-Solving and Data Analysis,Probability,MCQ,3,"A bag contains 5 red marbles, 3 blue marbles, and 2 green marbles.","If one marble is chosen at random, what is the probability that it is blue?",1/5,3/10,1/3,1/2,B,3/10,"There are 10 marbles total, and 3 are blue, so the probability is 3/10.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-041,Math,Problem-Solving and Data Analysis,Ratios,MCQ,1,A classroom has 12 boys and 18 girls.,What is the ratio of boys to girls in simplest form?,2:3,3:2,12:18,6:9,A,2:3,12:18 simplifies by dividing both numbers by 6.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-042,Math,Problem-Solving and Data Analysis,Rates from data,MCQ,4,A scientist records a plant's height as 18 cm on day 1 and 24 cm on day 4.,"Assuming constant growth, what is the average growth rate in centimeters per day over this interval?",1,2,3,6,B,2,"Growth is 24 - 18 = 6 cm over 3 days, so the rate is 2 cm/day.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-043,Math,Problem-Solving and Data Analysis,Percentages,MCQ,4,A store increases the price of a bicycle from $240 to $276.,What is the percent increase in the price?,12%,15%,18%,36%,B,15%,Increase is 36; 36 / 240 = 0.15 = 15%.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-044,Math,Problem-Solving and Data Analysis,Interpreting bivariate data,MCQ,5,The scatterplot for a data set shows a strong positive linear association between hours studied and quiz score.,Which statement is supported by this description?,Students who study more tend to earn higher quiz scores.,All students who study more earn perfect scores.,Studying causes higher scores in every case.,Quiz scores decrease as study time increases.,A,Students who study more tend to earn higher quiz scores.,A strong positive linear association means the variables tend to increase together.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-045,Math,Problem-Solving and Data Analysis,Percentages,MCQ,5,"A restaurant's weekend revenue was $2,400, which was 20% greater than its weekday revenue.",What was the weekday revenue?,"$1,920","$2,000","$2,120","$2,880",B,"$2,000","If weekend revenue is 120% of weekday revenue, then weekday revenue is 2400 / 1.2 = 2000.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-046,Math,Problem-Solving and Data Analysis,Proportional relationships,MCQ,3,"On a map, 1 inch represents 8 miles.","If two towns are 3.5 inches apart on the map, how far apart are they in reality?",11.5 miles,24 miles,28 miles,32 miles,C,28 miles,3.5 * 8 = 28 miles.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-047,Math,Problem-Solving and Data Analysis,Comparing rates,MCQ,8,A company tested two advertisements. Ad A was shown to 500 people and 40 clicked it. Ad B was shown to 800 people and 56 clicked it.,Which ad had the higher click rate?,Ad A,Ad B,Both had the same click rate,Not enough information,A,Ad A,Ad A: 40/500 = 8%. Ad B: 56/800 = 7%. Ad A is higher.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-PSD-048,Math,Problem-Solving and Data Analysis,Statistics,SPR,4,"The five quiz scores are 70, 80, 80, 90, and 100.",What is the mean quiz score?,,,,,SPR,84,The mean is (70 + 80 + 80 + 90 + 100) / 5 = 420 / 5 = 84.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-049,Math,Geometry and Trigonometry,Area,MCQ,1,,What is the area of a rectangle with length 8 and width 5 ?,13,26,40,80,C,40,Area = length * width = 8 * 5 = 40.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-050,Math,Geometry and Trigonometry,Right triangles,MCQ,2,,A right triangle has legs of length 6 and 8. What is the length of the hypotenuse?,10,12,14,15,A,10,"By the Pythagorean theorem, c = sqrt(6^2 + 8^2) = sqrt(100) = 10.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-051,Math,Geometry and Trigonometry,Circles,MCQ,2,,What is the circumference of a circle with radius 3 ?,3π,6π,9π,18π,B,6π,Circumference = 2πr = 2π(3) = 6π.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-052,Math,Geometry and Trigonometry,Angle relationships,MCQ,2,,"In a triangle, the angle measures are 40°, 60°, and x°. What is the value of x ?",70,80,90,100,B,80,"Triangle angles sum to 180°, so x = 180 - 40 - 60 = 80.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-053,Math,Geometry and Trigonometry,Volume,MCQ,4,,A cylinder has radius 2 and height 5. What is its volume?,10π,20π,25π,40π,B,20π,Volume = πr^2h = π(2^2)(5) = 20π.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-054,Math,Geometry and Trigonometry,Angle relationships,MCQ,2,,"If two angles are supplementary and one angle measures 123°, what is the measure of the other angle?",47°,57°,67°,77°,B,57°,"Supplementary angles sum to 180°, so the other angle is 57°.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-055,Math,Geometry and Trigonometry,Right triangles,MCQ,3,,"A triangle has side lengths 5, 12, and 13. Which statement is true?",The triangle is equilateral.,The triangle is isosceles.,The triangle is right.,The triangle cannot exist.,C,The triangle is right.,"5^2 + 12^2 = 25 + 144 = 169 = 13^2, so the triangle is right.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-056,Math,Geometry and Trigonometry,Similar triangles,MCQ,7,,"Two similar triangles have corresponding side lengths in a ratio of 2:5. If the smaller triangle has an area of 18, what is the area of the larger triangle?",45,90,112.5,225,C,112.5,Area scales by the square of the side ratio: (5/2)^2 = 25/4. Then 18 * 25/4 = 112.5.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-057,Math,Geometry and Trigonometry,Coordinate geometry,MCQ,2,,"In the coordinate plane, what is the distance between (1, 2) and (1, 9)?",7,8,9,11,A,7,"Same x-coordinate, so the distance is the difference in y-values: 9 - 2 = 7.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-058,Math,Geometry and Trigonometry,Circles,MCQ,1,,A circle has diameter 14. What is its radius?,3.5,7,14,28,B,7,Radius is half the diameter.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-059,Math,Geometry and Trigonometry,Trigonometry,MCQ,6,,"If sin θ = 3/5 for an acute angle θ, what is cos θ ?",2/5,3/4,4/5,5/3,C,4/5,"Use a 3-4-5 right triangle: opposite = 3, hypotenuse = 5, adjacent = 4, so cos θ = 4/5.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-060,Math,Geometry and Trigonometry,Coordinate geometry,MCQ,3,,"Line segment AB has endpoints A(-2, 4) and B(6, 4). What is the midpoint of AB?","(2, 4)","(4, 4)","(2, 0)","(8, 8)",A,"(2, 4)","Average the x-coordinates and y-coordinates: ((-2 + 6)/2, (4 + 4)/2) = (2, 4).","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-061,Math,Geometry and Trigonometry,Circles,MCQ,4,,A sector of a circle has central angle 90°. What fraction of the circle's area does the sector represent?,1/2,1/3,1/4,1/8,C,1/4,90° is 1/4 of 360°.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-062,Math,Geometry and Trigonometry,Right triangles,MCQ,3,,A ladder 13 feet long leans against a wall. The bottom of the ladder is 5 feet from the wall. How high up the wall does the ladder reach?,8,10,12,18,C,12,Height = sqrt(13^2 - 5^2) = sqrt(169 - 25) = sqrt(144) = 12.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-063,Math,Geometry and Trigonometry,Area,MCQ,3,,"If the perimeter of a square is 36, what is the area of the square?",9,18,36,81,D,81,"Each side is 36 / 4 = 9, so area = 9^2 = 81.","Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
M-GEO-064,Math,Geometry and Trigonometry,Volume,SPR,5,,"A rectangular prism has length 4, width 3, and height 6. What is its volume?",,,,,SPR,72,Volume = lwh = 4 * 3 * 6 = 72.,"Aligned to the current digital SAT domains and structure described by College Board: https://satsuite.collegeboard.org/sat/whats-on-the-test/structure ; https://satsuite.collegeboard.org/sat/whats-on-the-test/reading-writing ; https://satsuite.collegeboard.org/sat/whats-on-the-test/math/overview . These are original SAT-style practice questions, not copied live SAT items."
